% Xsens MT9 plus label
%
% labels:
% 0: nothing
% 1: hammering
% 2: screwdriving
% 3: sandpapering
% 4: sawing
%
% sec		usec	accX	accY	accZ	gyrX	gyrY	gyrZ	magX	magY	magZ	label
%
1115744050	483359	32720	34744	45381	34386	32033	31775	57315	2700	9473	0
1115744050	493359	32724	34994	45202	34476	32049	31716	8197	62766	56065	0
1115744050	503359	32610	35322	45108	34522	32043	31730	8191	62759	56060	0
1115744050	513359	32464	35494	45031	34598	32011	31798	36030	21182	21170	0
1115744050	523359	32230	35578	44928	34606	31931	31853	36026	21081	21191	0
1115744050	533359	32032	35626	44723	34582	31845	31914	36054	21006	21215	0
1115744050	543359	31856	35794	44471	34498	31783	32084	33812	28494	29028	0
1115744050	553359	31722	35942	44214	34318	31703	32119	33774	28456	29020	0
1115744050	563359	31600	36252	44076	34088	31651	32206	34667	24681	25172	0
1115744050	573359	31404	36516	43884	33708	31601	32267	34681	24675	25100	0
1115744050	583359	31052	36594	43644	33326	31517	32283	34543	24688	25068	0
1115744050	593359	30730	36494	43223	32886	31463	32298	34385	24733	25027	0
1115744050	603359	30604	36390	42645	32476	31435	32237	34251	24807	24986	0
1115744050	613359	30574	36374	42096	32016	31495	32166	34154	24956	24941	0
1115744050	623359	30470	36258	41811	31644	31571	32157	34072	25055	24788	0
1115744050	633359	30304	36094	41472	31222	31687	32098	34000	25238	24744	0
1115744050	643359	30222	35822	41034	30856	31897	32031	33906	25567	24472	0
1115744050	653359	30014	35828	40985	30570	32041	32016	33862	25813	24347	0
1115744050	663359	29386	36044	41373	30406	32093	32083	33678	26059	24272	0
1115744050	673359	28654	36262	41616	30256	32009	32167	33684	26330	24111	0
1115744050	683359	28282	36638	41866	30126	31911	32353	33594	26642	23985	0
1115744050	693359	28006	36956	42074	29962	31801	32453	33384	26946	24004	0
1115744050	703359	28044	37088	42123	29872	31677	32559	33212	27228	23919	0
1115744050	713359	28320	36906	42056	29820	31703	32547	33142	27642	23802	0
1115744050	723359	28752	36666	42045	29934	31833	32459	33088	27877	23681	0
1115744050	733359	29098	36270	41960	30112	32047	32294	33030	28183	23562	0
1115744050	743359	29374	35908	42008	30482	32365	32138	33088	28421	23462	0
1115744050	753359	29568	35768	42200	30876	32679	31967	33148	28644	23440	0
1115744050	763359	29640	35814	42558	31302	33021	31768	33021	28907	23507	0
1115744050	773359	29408	35950	43216	31622	33307	31599	33209	29078	23479	0
1115744050	783359	28790	36286	44292	31992	33363	31536	33231	29206	23449	0
1115744050	793359	28274	36382	45143	32342	33189	31608	33309	29320	23397	0
1115744050	803359	28096	36422	45400	32614	32949	31796	33385	29383	23403	0
1115744050	813359	28268	36482	45328	32820	32713	32018	33359	29511	23466	0
1115744050	823359	28706	36486	45155	32934	32505	32190	33409	29540	23433	0
1115744050	833359	29170	36478	44862	32944	32415	32326	33441	29601	23399	0
1115744050	843359	29542	36354	44522	32848	32405	32360	33365	29638	23521	0
1115744050	853359	29828	36286	44382	32754	32477	32354	33399	29716	23510	0
1115744050	863359	29936	36086	44305	32694	32619	32290	33340	29785	23516	0
1115744050	873359	29928	35798	44299	32676	32721	32243	33446	29851	23480	0
1115744050	883359	29944	35520	44467	32798	32833	32242	33418	29889	23447	0
1115744050	893359	29864	35352	44770	32980	32861	32302	33542	29967	23521	0
1115744050	903359	29756	35322	44952	33204	32849	32378	33566	29963	23555	0
1115744050	913359	29826	35422	45028	33316	32759	32488	33610	30015	23582	0
1115744050	923359	30064	35492	45080	33464	32725	32593	33646	29951	23580	0
1115744050	933359	30238	35520	45078	33460	32691	32670	33686	29970	23586	0
1115744050	943359	30458	35476	44952	33402	32671	32692	33594	29993	23526	0
1115744050	953359	30654	35530	44797	33330	32711	32653	33628	30023	23545	0
1115744050	963359	30692	35478	44766	33180	32815	32578	33623	30011	23597	0
1115744050	973359	30600	35460	44808	33080	32909	32502	33743	30065	23559	0
1115744050	983359	30534	35468	44863	32962	32985	32512	33711	30100	23545	0
1115744050	993359	30396	35486	44995	32934	33023	32497	33837	30147	23566	0
1115744051	3359	30190	35438	45114	32902	33019	32470	33875	30165	23505	0
1115744051	13359	29926	35254	45270	32954	32947	32516	33894	30235	23615	0
1115744051	23359	29828	35030	45417	33082	32887	32568	33930	30257	23536	0
1115744051	33359	29852	34900	45496	33214	32835	32581	33984	30302	23549	0
1115744051	43359	29904	34886	45558	33370	32813	32588	33968	30229	23609	0
1115744051	53359	29832	34992	45614	33494	32769	32545	34016	30254	23634	0
1115744051	63359	29762	35362	45659	33586	32745	32519	33984	30252	23699	0
1115744051	73359	29750	35802	45646	33556	32753	32511	34054	30264	23657	0
1115744051	83359	29706	36214	45607	33420	32749	32550	34060	30238	23668	0
1115744051	93359	29754	36196	45483	33314	32751	32632	34068	30310	23621	0
1115744051	103359	29796	36064	45554	33324	32781	32687	34048	30295	23613	0
1115744051	113359	29748	36174	45572	33410	32779	32781	34061	30311	23703	0
1115744051	123359	29670	36310	45462	33470	32791	32884	34071	30276	23608	0
1115744051	133359	29500	36268	45448	33396	32761	32884	34101	30296	23654	0
1115744051	143359	29422	36184	45451	33296	32667	32938	34177	30258	23616	0
1115744051	153359	29384	35966	45409	33216	32583	32973	34189	30297	23633	0
1115744051	163359	29420	35558	45244	33234	32573	32999	34139	30295	23704	0
1115744051	173359	29390	35242	45213	33318	32585	32990	34149	30309	23653	0
1115744051	183359	29232	35064	45294	33360	32591	32962	34101	30285	23643	0
1115744051	193359	28980	35042	45459	33362	32575	32897	34197	30308	23703	0
1115744051	203359	28622	35038	45640	33318	32517	32818	34161	30287	23695	0
1115744051	213359	28428	35012	45792	33256	32461	32788	34183	30280	23677	0
1115744051	223359	28392	35004	46014	33212	32441	32728	34223	30283	23575	0
1115744051	233359	28420	35130	46169	33212	32397	32632	34255	30301	23646	0
1115744051	243359	28462	35246	46100	33154	32377	32619	34021	30268	23566	0
1115744051	253359	28558	35332	45891	33114	32375	32566	34057	30292	23634	0
1115744051	263359	28658	35280	45671	33096	32415	32540	34100	30292	23703	0
1115744051	273359	28766	35176	45439	33130	32419	32543	34202	30291	23676	0
1115744051	283359	28872	35126	45186	33230	32479	32532	34180	30266	23671	0
1115744051	293359	29040	35240	45016	33282	32555	32540	34232	30282	23695	0
1115744051	303359	29272	35474	44889	33284	32639	32592	34188	30272	23669	0
1115744051	313359	29422	35642	44820	33180	32717	32608	34241	30289	23702	0
1115744051	323359	29526	35554	44854	33132	32769	32621	34315	30247	23664	0
1115744051	333359	29622	35274	44890	33134	32845	32652	34381	30265	23672	0
1115744051	343359	29710	35142	45011	33232	32867	32695	34387	30237	23699	0
1115744051	353359	29806	35438	45093	33236	32847	32716	34455	30245	23646	0
1115744051	363359	29742	35472	45306	33278	32793	32787	34434	30233	23796	0
1115744051	373359	29848	35600	45440	33342	32741	32871	34482	30215	23736	0
1115744051	383359	30076	35950	45420	33378	32701	32961	34480	30185	23730	0
1115744051	393359	30182	35896	45234	33334	32657	33049	34652	30192	23721	0
1115744051	403359	30286	35802	45030	33362	32657	33144	34652	30152	23792	0
1115744051	413359	30288	35898	45169	33446	32649	33284	34609	30158	23865	0
1115744051	423359	30016	35846	45165	33454	32605	33392	34603	30089	23786	0
1115744051	433359	29846	35958	45167	33384	32535	33433	34635	30075	23811	0
1115744051	443359	29824	36056	45068	33372	32513	33475	34551	30015	23852	0
1115744051	453359	29736	36142	44900	33342	32455	33521	34535	30015	23910	0
1115744051	463359	29810	36056	44791	33332	32455	33532	34519	30003	23922	0
1115744051	473359	29878	35862	44787	33344	32405	33554	34589	29975	23868	0
1115744051	483359	29840	35926	44730	33316	32429	33597	34521	29943	23829	0
1115744051	493359	29710	35786	45168	33288	32421	33613	34459	29953	23812	0
1115744051	503359	29982	35690	45064	33260	32439	33720	34363	29923	23782	0
1115744051	513359	30100	35352	44954	33270	32425	33779	34402	29920	23892	0
1115744051	523359	30326	34830	44718	33262	32449	33768	34404	29864	23888	0
1115744051	533359	30426	34302	44503	33320	32553	33686	34398	29865	23913	0
1115744051	543359	30454	34044	44696	33410	32623	33540	34392	29810	23866	0
1115744051	553359	30518	34156	45042	33544	32589	33421	34412	29800	23951	0
1115744051	563359	30474	34260	45360	33622	32547	33342	34290	29785	23883	0
1115744051	573359	30298	34358	45502	33640	32433	33208	34310	29765	23901	0
1115744051	583359	30380	34324	45296	33708	32313	33029	34242	29703	23918	0
1115744051	593359	30494	34466	45080	33744	32139	32856	34316	29685	23927	0
1115744051	603359	30776	34770	44933	33652	31979	32720	34168	29614	24004	0
1115744051	613359	31026	35014	44744	33554	31905	32672	34139	29620	24060	0
1115744051	623359	31282	35212	44656	33466	31867	32648	34117	29588	24052	0
1115744051	633359	31388	35470	44655	33380	31839	32630	34067	29598	24064	0
1115744051	643359	31518	35686	44592	33252	31813	32656	33877	29640	24125	0
1115744051	653359	31534	36024	44408	33052	31843	32640	33837	29662	24141	0
1115744051	663359	31448	36278	44327	32802	31869	32632	33693	29628	24152	0
1115744051	673359	31196	36362	44296	32604	31897	32607	33727	29690	24121	0
1115744051	683359	30960	36148	44302	32452	31903	32609	33621	29736	24131	0
1115744051	693359	30720	35766	44294	32412	31957	32635	33575	29850	24114	0
1115744051	703359	30428	35430	44248	32408	31959	32670	33455	29901	24129	0
1115744051	713359	30218	35250	44167	32450	31959	32696	33393	30010	24233	0
1115744051	723359	30050	35222	44102	32502	31945	32745	33339	30032	24211	0
1115744051	733359	29932	35242	43984	32514	31927	32774	33219	30089	24180	0
1115744051	743359	29856	35196	43950	32528	31949	32778	33287	30124	24276	0
